region,C0_mean,C1_mean,C0_cov,C1_cov
Brain_Stem,,,,
CC_Anterior,,,,
ctx_rh_temporalpole,1.1170372843928444,1.496765638435623,0.012274749213194412,0.08616895676357063
ctx_rh_transversetemporal,1.001061405825755,1.4689457333729699,0.011596412838474669,0.17098574451895224
Left_Accumbens_area,1.3175886990432113,1.5698145151517324,0.02036551192794639,0.09720260546707409
Left_Amygdala,1.2313523131665711,1.7493811994154156,0.017186963448393232,0.1207599241612217
Left_Caudate,1.207074246872056,1.0916499047336055,0.05437840391133536,0.020377814576589805
Left_Cerebellum_Cortex,1.021966116065008,1.0677472612115517,0.0003953281789770379,0.0022886104465472757
Left_Cerebellum_White_Matter,,,,
Left_Cerebral_White_Matter,1.1781457191017197,1.5360758996793413,0.009888310108971217,0.09227492436508886
Left_choroid_plexus,1.1196257019249853,1.6510544403548137,0.04591614664685386,0.2369246749974979
Left_Hippocampus,1.238496024442787,1.5077012106880041,0.01750682226018018,0.05766872698128394
Left_Lateral_Ventricle,0.7658825477948333,0.5702157138249953,0.02466161743384589,0.013626499795940387
Left_Pallidum,1.5637370575360572,1.724831259361506,0.028146822820391836,0.0986421721455713
Left_Putamen,1.4954585907798423,1.6506979395156407,0.025131787080256516,0.08849083764194099
Left_Thalamus_Proper,1.2167056721440868,1.28749405381423,0.011459558139961707,0.027790396884437844
Left_VentralDC,1.280263432680038,1.3460224324043226,0.010473272026280116,0.03253099386653834
Left_vessel,1.430922666081393,1.5739462497931542,0.023534953545587888,0.05749312270865178
WM_hypointensities,,,,
Optic_Chiasm,,,,
Right_Accumbens_area,1.2958721273807414,1.5294254496827913,0.01816044040797185,0.08586845780443972
Right_Amygdala,1.2239909747798206,1.7123265680920767,0.01594956579924445,0.11611720511167875
Right_Caudate,1.113892070147389,1.2489152751837127,0.01894354867716526,0.0563127761255356
Right_Cerebellum_Cortex,1.0170503411198255,1.038644269881136,0.0003026934990700011,0.0011269693543960306
Right_Cerebellum_White_Matter,,,,
Right_Cerebral_White_Matter,1.1822390328219679,1.5409031375364566,0.009630498621928467,0.09747704955083196
Right_choroid_plexus,1.1455331370512012,1.6618830454829572,0.043909352430859486,0.22402303604772347
Right_Hippocampus,1.241608180738631,1.53749277902851,0.01829886716780602,0.04922372835085884
Right_Inf_Lat_Vent,1.226672663357583,1.354743986362057,0.02556833848767266,0.09123147589863727
Right_Lateral_Ventricle,0.769430677382111,0.5920474386382091,0.029370838088914726,0.01496055330678055
Right_Pallidum,1.5612392892432443,1.7214166413257752,0.026507846910300354,0.08795666145887815
Right_Putamen,1.5032996966145453,1.689963398687832,0.02883893464028223,0.10123722022391089
Right_Thalamus_Proper,1.208030434464369,1.2976795625013668,0.011365724240587453,0.02367879192212169
Right_VentralDC,1.274525040456983,1.3372276013947362,0.008701221000421755,0.03065904280148617
Right_vessel,1.4096599516346988,1.58172506540583,0.02013990111389191,0.06079630669438617
