iteration,chain,σ,Pm,Ps,Am,As,ρ[1],ρ[2],ρ[3],ρ[4],ρ[5],ρ[6],ρ[7],ρ[8],ρ[9],ρ[10],ρ[11],ρ[12],ρ[13],ρ[14],ρ[15],ρ[16],ρ[17],ρ[18],α[1],α[2],α[3],α[4],α[5],α[6],α[7],α[8],α[9],α[10],α[11],α[12],α[13],α[14],α[15],α[16],α[17],α[18],lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,0.04303516499159691,0.023629670521395942,0.04303461276802813,-0.07590506269730829,0.17448092466464407,0.0012435595095617142,0.056928195517013204,0.0007937606005170395,0.010299550118330827,0.011512076725767626,0.01159815587922118,0.08420962963035789,0.030225942799078965,0.01740734185953387,0.06168473023653742,0.0059154270853477575,0.013997906702021487,0.03652975824087425,0.042524776702365125,0.018411458384223423,0.02294751108706843,0.001077286809156015,0.019909459704517532,-0.05925233675472707,0.13712457379065046,-0.18374615173970957,0.1771814653930591,-0.048259462053276934,0.032408038128405404,0.2794661947720213,-0.2798268473016931,-0.4153744452497016,0.06223698260522068,-0.014235704575819165,0.08414104460029041,-0.15781411231273995,-0.12660549427159118,0.04480756208375073,0.024408367651209618,-0.03862226448191304,0.07051459533373769,22975.961147329726,15.0,1.0,0.891976252751967,22975.961147329726,-22958.13873875647,0.21568087605191977,0.28388277472549817,4.0,0.0,0.2352207044895894,0.2352207044895894
1002,1,0.04327261213633091,0.018611446165979848,0.03250878732984506,-0.007248181315530618,0.17553854978798505,0.010973903556084704,0.05321222526484613,0.009233672791834666,0.010072832203640535,0.017677332382212967,0.013665659847573463,0.07254222502121678,0.03595180376128214,0.020684946958942307,0.07355296575100755,0.0017730362643956447,0.011276087521731945,0.03591008592766779,0.10434189432259856,0.02022154660996184,0.005576032509956195,0.0001221728955264896,0.019982953232364455,-0.09174479072595111,0.1352558740710354,-0.16114004884427305,0.18474109954164283,-0.04960841884377989,0.029370744230955276,0.2726479929559063,-0.3555242180840154,-0.5110654422026504,0.05827899216954478,-0.09760738096893942,0.07686176044419295,-0.08784495542401846,-0.062320166960435484,0.042397478330712154,0.04152209411286526,-0.08230558043826593,0.07123792663613344,22967.193237497395,15.0,1.0,0.9708564186089147,22967.193237497395,-22946.44459603128,-0.1518118293788575,-0.3879989843881049,4.0,0.0,0.2352207044895894,0.2352207044895894
1003,1,0.0437563054032591,0.03400643698977401,0.07083531901799492,0.04727144230550991,0.19956523673560878,0.0012417924205927239,0.04689439523040693,0.00029811015326274237,0.010624270288876797,0.011118781746056993,0.011179672437811377,0.08069475686219703,0.011383546784171182,0.0226467354538648,0.07267172639858283,0.0012079881683188533,0.016952799349838975,0.019062251098223508,0.1063790297693101,0.02715409873240458,0.01626168949715837,3.471797780029282e-5,0.024146998834104674,-0.06327144306104275,0.1329186259970478,-0.1899336136535777,0.18245502123545465,-0.048839531311620124,0.028089772144659606,0.2805598396010575,-0.23049996491886013,-0.3873353500571395,0.06981183000028716,-0.025314952759472122,0.09208370355071385,-0.14672258950839187,-0.08074225829569165,0.05868764280127686,0.01976661904301218,-0.08585301615180527,0.07497529817564055,22966.797899868918,15.0,1.0,0.9981461704456683,22966.797899868918,-22941.009563350763,-0.12432195860310458,-0.4976975639365264,4.0,0.0,0.2352207044895894,0.2352207044895894
1004,1,0.043488592448925174,0.03392704379467259,0.05416938001995902,0.028869457224029175,0.2449360761820177,0.0009363107675202062,0.05007486126499739,0.0008857108996753157,0.010619134685165387,0.012927197270888828,0.015924834581280658,0.08039618517103782,0.008572952810915649,0.03235894568037414,0.061150517177706094,0.0019399975801370826,0.02131324513067424,0.027101341166452995,0.12283881872479234,0.025233167780167,0.01576681719630064,0.0003617647407727831,0.01859894919142575,-0.07302828700330645,0.13445684765722285,-0.16850612767692122,0.18498864020460776,-0.055657692590063715,0.04142693247550321,0.2780613427904591,-0.21464526011475013,-0.39390929619610515,0.06475714192963662,-0.036256271154076286,0.09586262482446982,-0.16625168805384874,-0.05864343589039575,0.058907186579947216,0.05470448638415857,-0.09457238939677083,0.07064147430408564,22975.316269328196,15.0,1.0,0.9914919993007456,22975.316269328196,-22947.32996225111,-0.16838412740980857,-0.8109450540687249,4.0,0.0,0.2352207044895894,0.2352207044895894
1005,1,0.04327547363564259,0.015155780527415738,0.028126251931137367,-0.09065573160968755,0.20197036798696205,0.005289235506033885,0.06436574724898601,0.0029110987563996738,0.01008352178366069,0.014069466902397312,0.00963300243142406,0.07713922280421606,0.043217292047237926,0.01819183499697558,0.06506948939309605,0.0001386045824410653,0.012285172806942557,0.024201742164245275,0.019569775479140634,0.011807497060820333,0.015000035102321192,0.005287265042876623,0.01976448768341898,-0.061075710123804305,0.13835955129621796,-0.13721029950740166,0.1826246620198738,-0.0512261260161109,0.028551905278340756,0.2762317249290931,-0.36303753978468045,-0.4894853604460945,0.05954313895678552,-0.08297291507519404,0.0842551083971953,-0.15626625395498597,-0.22466746608637705,0.0087635985564373,0.04129863444113884,-0.03676048967896733,0.07095369710080224,22981.239700784703,31.0,1.0,0.9842096982218062,22981.239700784703,-22956.179169696115,-0.13536402055251529,-0.31534070125781,4.0,0.0,0.2352207044895894,0.2352207044895894
1006,1,0.0434487018996772,0.028767805444072737,0.0404622125471006,0.00381661682747716,0.1672382737580552,0.0030321235925947704,0.052761179624215324,0.005346963731920453,0.010578908760791875,0.012221950059198888,0.012869204476554402,0.08440563625989045,0.020680703068446077,0.0374213366401973,0.07391577009632684,0.012361661428327893,0.0188667614465306,0.021056774378196592,0.01589007973117552,0.021936684504389094,0.01193968812850983,0.008933136321799836,0.01977742749737099,-0.07152309117861323,0.1348450731342327,-0.17938807267841722,0.1831064016189153,-0.04961134805050251,0.031038194047472805,0.2805037161940921,-0.2429132496190749,-0.3941878144609825,0.06228912414849485,-0.023813877871181492,0.09536995470749025,-0.13094212189356777,-0.1799520003115428,0.08678642353355524,0.030371721577578625,-0.05784196018868584,0.06508516858948842,22987.046065437098,15.0,1.0,0.9718682308508733,22987.046065437098,-22963.62855624563,-0.1729618782264879,0.37029536837872,4.0,0.0,0.2352207044895894,0.2352207044895894
1007,1,0.04321046345767411,0.02436065756731571,0.03158785138763338,0.02267491477174155,0.16941228537654565,0.007273418085206684,0.05572337028896925,0.001614176367775451,0.010579877112735092,0.012462382987574913,0.01458767498946101,0.0784506049114074,0.025949401413365106,0.03405515290876576,0.07893356772374613,0.004623741027310049,0.01847347937628245,0.030097465142089178,0.028362332304149248,0.019426359346913776,0.013292586874593048,0.003927776008718667,0.01920550962739347,-0.07183928409947046,0.13407293199997594,-0.14951821578120592,0.1811239447419149,-0.04717260434614061,0.031039233870169405,0.2782194244125925,-0.21068807384785493,-0.34752159046008463,0.05732071389672973,-0.03458944128977013,0.09316535363509282,-0.08121806102386292,-0.17437118649525582,0.07180609068306162,0.039788446400696745,-0.0627203375200797,0.05857930163914451,22985.83547702874,15.0,1.0,0.8817980303401803,22985.83547702874,-22967.67215199442,0.11933477643469814,0.2442102128843544,4.0,0.0,0.2352207044895894,0.2352207044895894
1008,1,0.0434391736566546,0.02711043596270862,0.025278382037273797,-0.003432397645765875,0.14911325873982523,0.0059997764269253614,0.05012442187839376,0.005588912205626666,0.010478410539211686,0.012397964333196445,0.013104795737455962,0.0790592799024995,0.02041839653269104,0.03546366091688769,0.06505631851816046,0.0015343614032742963,0.0189562015831139,0.022501944804929536,0.03136405729595132,0.024092882102492198,0.011499528761492914,0.006408318332226726,0.018653958705049267,-0.06394203042507407,0.13591783731219836,-0.161077831399079,0.1829255565126601,-0.04988612123049939,0.032720045988689835,0.2748343374936735,-0.14451237113007284,-0.3411254584042065,0.056368763195949946,-0.033420504343528425,0.09558304162724332,-0.0888050165623815,-0.16804966592438308,0.04652730891261812,0.05611146181617017,-0.06793242166987809,0.07221018538550403,22987.18658648703,15.0,1.0,0.9760599381194702,22987.18658648703,-22970.069337598565,-0.20842664930023602,-0.23003679371322505,4.0,0.0,0.2352207044895894,0.2352207044895894
1009,1,0.04329218605638073,0.025418207915979266,0.04019525625981334,0.025964036004477328,0.18754057069293686,0.006311622181950478,0.05149743192072229,0.0024522517507283652,0.010818570344850478,0.013616095089934794,0.01435493267227303,0.07621759185517092,0.09341968730950297,0.02479096101763362,0.07779664189639701,0.00029784848804639206,0.018181520660892823,0.015011783888924362,0.02461271949154854,0.01793314181329584,0.018623914936621768,0.0036952840662752614,0.015359051112243213,-0.07069196631632206,0.1329037718705116,-0.16282882094768505,0.1865510234156992,-0.052575470921073904,0.02665602925176306,0.27846259302842796,-0.2121757791083018,-0.453812340781642,0.062403438326476254,-0.058090038646517746,0.09254143281228969,-0.17490182424606326,-0.16217787972567088,0.015482314381106583,0.038038944329317405,-0.0656356494387266,0.04757581636600763,22982.27951464486,15.0,1.0,0.9292242620531717,22982.27951464486,-22965.080041179215,0.08298561444098596,-0.21059790984145366,4.0,0.0,0.2352207044895894,0.2352207044895894
1010,1,0.04347962616515473,0.016532637298585985,0.026041445207149398,-0.05221266002804649,0.19738641547314975,0.007572025317092317,0.06340367553136675,0.001302525053863358,0.009722544221382157,0.014461626965597009,0.01220141797422775,0.07783678229532782,0.009563045536237373,0.01390275029921678,0.06348908703096708,0.008704174198089273,0.014891954431390754,0.035018337375911424,0.06429034093101393,0.02783665041555717,0.012746596013432417,0.005491135877365186,0.017067612090733278,-0.05660187531502273,0.13720911380767825,-0.17568396258487268,0.17833547189367552,-0.04376785295669123,0.034201911337308995,0.2784016021740669,-0.27286588392764344,-0.48563943109676383,0.06046109051725844,-0.043885819282163556,0.08795541709327333,-0.19880456917383058,-0.09630029853418834,0.06200102998047273,0.05777532809341063,-0.0428038267215103,0.07831802431369117,22982.276926642033,15.0,1.0,0.9742232247708985,22982.276926642033,-22965.69739824786,-0.08590461534549831,-0.22227591956107062,4.0,0.0,0.2352207044895894,0.2352207044895894
1011,1,0.04326069929626881,0.02621315682939743,0.03987323664719936,-0.0027464794997860164,0.1840504989742462,0.005964385593409832,0.05227681701347646,0.009612326096970512,0.011141254787692578,0.011115942565946084,0.0142466757724355,0.07786777827707672,0.012917296102517553,0.02132679163399736,0.06640500432073224,0.004890767472511125,0.019189426966809756,0.02034741124510485,0.039282715957073874,0.0057271319849971055,0.011476893501142626,0.009074271948306902,0.017764590652616274,-0.07489532997171407,0.13274735895312748,-0.1314120947153913,0.18424144176818508,-0.053513659050562594,0.035285465239417405,0.2779375507195003,-0.3561975393864563,-0.3621270262100479,0.06177494456362394,-0.06943973505420983,0.09299835627588784,-0.10144512935808486,-0.1913692206761607,-0.03030030374789744,0.05021397597957064,-0.045844392539452807,0.06619758858424192,22982.37200755189,15.0,1.0,0.9406632495232927,22982.37200755189,-22964.2603071659,-0.1992907252497389,0.3487084901498747,4.0,0.0,0.2352207044895894,0.2352207044895894
1012,1,0.04343406562948311,0.016091050665343856,0.027208848324462964,-0.040159411331181845,0.16123260416925506,0.008433833379530194,0.06077930788614706,0.006068225633966686,0.009541810305974948,0.013393902739408759,0.012082826084279154,0.08235515440124759,0.08727376613492802,0.02347675436146982,0.06539767235111688,0.003256922410289091,0.015583422514308448,0.02826081758628063,0.024889572618731454,0.025833657659439437,0.018911480123551448,0.000893882282313728,0.018954336762972847,-0.05017949003345685,0.13730250811167868,-0.17224518990609952,0.1772886728715307,-0.04587895442268329,0.02889527649918879,0.2798048618282904,-0.043621197468786135,-0.5403892301573703,0.057985962687556604,-0.02752944604961719,0.0943462817907903,-0.17876094720368693,-0.14443245460840065,0.006630265923641751,0.06592632851862507,-0.05583549869843685,0.07085473382463547,22979.887430295155,15.0,1.0,0.9607319270038649,22979.887430295155,-22968.03240436159,0.08570165981655009,0.23688536556437612,4.0,0.0,0.2352207044895894,0.2352207044895894
1013,1,0.043676245923039106,0.02419289182420676,0.0428292093096281,0.006372301662858908,0.1844133039311078,0.004046527938769827,0.05175867299426295,0.006346930571278888,0.011114040089513128,0.011569409574721839,0.01796300086928191,0.07464979448455031,0.011226173792443723,0.024383302017853756,0.06194799101888639,0.0020647465453157037,0.01624217366183564,0.01949034256591824,0.06913737335298145,0.021963057683508837,0.009798081597197071,0.009638515764869978,0.020183813174742136,-0.10272239289930177,0.1334583845146688,-0.11341564151176287,0.1858864642920039,-0.05258080645541684,0.044696828930513285,0.2831293298879699,-0.4136337815747907,-0.3819406879768645,0.05976043603259273,-0.0738487298233845,0.09344576154706366,-0.12618925480853893,-0.1276333534653196,0.04153420843037903,0.04432313916700775,-0.043151206191552036,0.07494448897287619,22977.573608153467,15.0,1.0,0.8949010797628588,22977.573608153467,-22957.15835670217,0.15319994556193706,0.317260452429764,4.0,0.0,0.2352207044895894,0.2352207044895894
1014,1,0.04294335842058097,0.01949949014217529,0.024654301791875954,0.04241355199798018,0.1898730817741534,0.007891302244399179,0.06687383649930935,0.003469023714014866,0.01021147122360025,0.011371149614308273,0.011753109714584832,0.07291536814342285,0.02596352816120418,0.03134607301348596,0.061313070830282215,0.010198516624204268,0.016578089583937538,0.04006989544395542,0.04262102550962098,0.014480297985796546,0.020511388973741072,0.0007642540272476282,0.01645224325400593,-0.04541052425507054,0.13826559450575693,-0.15410881020057002,0.18043901575644736,-0.05169230773591043,0.02429075433667819,0.2653678214095989,-0.2123426353545935,-0.43383700084634674,0.0480627199048494,-0.015010517304567497,0.08806545039173364,-0.13334994937153083,-0.06824312450040845,0.007621586133712559,0.03865406602932119,-0.0738767167765904,0.05758227872709235,22975.033200232483,15.0,1.0,0.9795123086880115,22975.033200232483,-22955.967868228203,0.11708359182375716,-0.23298371721466538,4.0,0.0,0.2352207044895894,0.2352207044895894
