,region,C0_mean,C1_mean,C0_cov,C1_cov,cutoff
43,44.0,1.1432203369351719,1.9461578082605528,0.013952960226837665,0.6289675287705723,1.4922203369351335
44,45.0,1.1546070606958976,2.373351730960144,0.016239908005238536,1.4446029969676415,1.5366070606958555
45,46.0,1.058660862573909,1.6658602798186855,0.009130176347303651,0.29943702394220634,1.3446608625738774
46,47.0,1.0868375566491646,1.7594148145180264,0.01437073562882607,0.25013233604105184,1.4768375566491216
47,48.0,1.0340719581261986,1.576280458136764,0.013150616066306837,0.28247841049078876,1.3800719581261605
48,49.0,1.0125835503605791,1.4440824420478642,0.016952784788701734,0.28220458797967585,1.385583550360538
49,50.0,1.0678605131461232,1.9032465670617909,0.014908286967526952,0.6151856104496616,1.4088605131460856
50,51.0,1.0780253929520376,2.1542944613285924,0.017430402318274717,1.0190841246023885,1.456025392951996
51,52.0,1.0678406305462473,1.8666036888557844,0.010709456428770218,0.41915412893052634,1.4008406305462107
52,53.0,1.1818732253382545,2.4272833217372374,0.01583317565093322,1.2351493563604363,1.5608732253382127
53,54.0,1.1460606156930515,2.473562844882582,0.016632940190021952,1.8451128425500554,1.542060615693008
54,55.0,1.191990140482505,2.583691656891286,0.01994427901957424,1.9069057060846062,1.60099014048246
55,56.0,1.1300685703596032,2.4220365062643223,0.01627468490624598,1.7031031772483365,1.5180685703595604
56,57.0,1.0402898790646848,2.279470283932526,0.022676517785009447,1.4390050175528943,1.519289879064632
57,58.0,0.916465232242633,1.4797266405590077,0.027058834549144154,0.5826094816005019,1.4334652322426336
58,59.0,1.2035716782888322,2.6040607346856945,0.022943113303067326,1.7584235755731705,1.6605716782887818
59,60.0,1.0750685316744564,2.032141943753037,0.014233233585123715,0.728416779302957,1.4310685316744172
60,61.0,1.196241708812683,2.3191077242514417,0.01573031917953672,1.0925185290552142,1.5432417088126449
61,62.0,1.1359583431457791,1.7810048442607638,0.021348773657990337,0.25145669417276456,1.4619583431457432
62,63.0,1.1941192675651544,1.948889824424729,0.02951057557869866,0.28328687068956143,1.551119267565115
63,64.0,1.1623550652225088,1.7868767800091947,0.022546529931090107,0.33922891802977323,1.533355065222468
64,65.0,1.3183978339618394,2.54543373783404,0.018466202101647178,1.1093336125245008,1.693397833961798
65,66.0,1.2360808726804404,2.4392337563236084,0.01778234445847769,1.1315752523347753,1.6110808726803991
66,67.0,1.1435057275774938,2.9084516003276435,0.027482420347366546,2.4719470849418936,1.6365057275774395
67,68.0,1.1519382989753235,2.037465144161252,0.014450988543209295,0.743056467097473,1.5029382989752849
68,69.0,0.9329285448063946,1.2629073908780368,0.02342316702438015,0.4579367795822732,1.425928544806395
69,70.0,1.1085901324468312,1.6081876653082974,0.01131991107060275,0.19321813207265573,1.3965901324467995
70,71.0,1.1911942442357308,1.609362986890366,0.01975357334556037,0.06664785969712235,1.4681942442357003
71,72.0,1.2141815856551097,2.068505843262504,0.02607591217471355,0.3019833543263264,1.5871815856550686
