,region,C0_mean,C1_mean,C0_cov,C1_cov,cutoff
54,55.0,1.0431625055653047,2.1338126141280944,0.023633326778248243,0.9239962957303283,1.4701625055652576
55,56.0,0.9882780348030972,2.0532909547428004,0.019719798454602505,0.8186473725092885,1.4042780348030974
56,57.0,0.9079729970397598,1.9453192716047485,0.02950210723717132,0.7088027746273788,1.4409729970397602
57,58.0,0.7952214899336327,1.0831797405716943,0.030933103912750944,0.24836267870327686,1.2992214899336332
58,59.0,1.054654529249866,2.189570753721723,0.02912685695019962,0.8926608349620921,1.553654529249811
59,60.0,0.939546635380477,1.7390785462653735,0.019634755551060878,0.3821968440817324,1.3445466353804774
60,61.0,1.0471613426232764,1.9358424095250943,0.01683730601630511,0.5731045573888494,1.3931613426232383
61,62.0,1.0001529321276716,1.546955016418296,0.022887713563777723,0.1434262295740221,1.3311529321276352
62,63.0,1.0461762088309543,1.6995658442514459,0.02931310946468843,0.15134703645473638,1.394176208830916
63,64.0,1.0107268959686349,1.5404880132839749,0.022531924698468344,0.1991666704804961,1.3737268959685949
64,65.0,1.150393646706388,2.111091158613484,0.0198274682259081,0.5851474393062988,1.522393646706347
65,66.0,1.080043423879051,2.0320650963117197,0.02167191712843278,0.5886718612733426,1.4740434238790077
66,67.0,1.0037814273372094,2.483942780135386,0.027478108290981976,1.2891307039170594,1.4927814273371556
67,68.0,1.0099324601208521,1.803545912107199,0.019353222741992925,0.48624305399325396,1.4159324601208074
68,69.0,0.8096068855381224,0.8218717775985238,0.015464187778197244,0.0613391825312853,1.0086068855381227
69,70.0,0.959124810467719,1.234484154593165,0.011783565170548646,0.0914843797078685,1.2181248104677191
70,71.0,1.026021812167952,1.3173811584763766,0.013882937114680423,0.04404395387350683,1.2380218121679287
71,72.0,1.0464545925159425,1.7148458407293996,0.014944536926105234,0.15640344212906332,1.3284545925159115
